pep_query	3126	100.000	3	0	0	4	6	2	4	1.2	13.0	100.00	43	7	6	3
pep_query	3151	100.000	3	0	0	2	4	1	3	1.5	13.0	100.00	43	7	8	3
pep_query	3168	100.000	3	0	0	2	4	7	9	1.6	13.0	100.00	43	7	9	3
pep_query	3168	66.667	3	1	0	2	4	1	3	210	 7.3	66.67	43	7	9	2
pep_query	3165	100.000	3	0	0	5	7	2	4	1.6	13.0	100.00	43	7	9	3
pep_query	3164	100.000	3	0	0	5	7	2	4	1.7	13.0	100.00	43	7	10	3
pep_query	2987	100.000	3	0	0	4	6	8	10	1.7	13.0	100.00	43	7	10	3
pep_query	3163	100.000	3	0	0	5	7	2	4	1.8	13.0	100.00	43	7	12	3
pep_query	2986	100.000	3	0	0	2	4	3	5	1.8	13.0	100.00	43	7	12	3
pep_query	3618	100.000	3	0	0	5	7	6	8	1.8	13.0	100.00	43	7	13	3
pep_query	3174	100.000	3	0	0	5	7	5	7	1.8	13.0	100.00	43	7	13	3
pep_query	3634	100.000	3	0	0	4	6	12	14	1.9	13.0	100.00	43	7	15	3
pep_query	3156	100.000	3	0	0	5	7	7	9	2.0	13.0	100.00	43	7	20	3
pep_query	3156	100.000	1	0	0	5	5	20	20	862	 5.7	100.00	43	7	20	1
pep_query	3566	75.000	4	1	0	3	6	1	4	8.8	11.0	75.00	57	7	8	3
pep_query	3122	75.000	4	1	0	4	7	3	6	8.8	11.0	75.00	57	7	8	3
pep_query	3631	75.000	4	1	0	4	7	10	13	11	11.0	75.00	57	7	15	3
pep_query	3631	100.000	2	0	0	4	5	5	6	42	 9.3	100.00	57	7	15	2
pep_query	3491	100.000	2	0	0	5	6	3	4	27	 9.3	100.00	29	7	5	2
pep_query	3469	100.000	2	0	0	5	6	4	5	31	 9.3	100.00	29	7	6	2
pep_query	3481	100.000	2	0	0	5	6	2	3	36	 9.3	100.00	29	7	8	2
pep_query	3481	100.000	1	0	0	5	5	8	8	810	 5.7	100.00	29	7	8	1
pep_query	3104	100.000	2	0	0	5	6	5	6	36	 9.3	100.00	29	7	8	2
pep_query	3710	100.000	2	0	0	2	3	7	8	37	 9.3	100.00	57	7	9	2
pep_query	3710	66.667	3	1	0	1	3	1	3	210	 7.3	66.67	57	7	9	2
pep_query	3710	100.000	1	0	0	5	5	4	4	820	 5.7	100.00	57	7	9	1
pep_query	3490	100.000	2	0	0	5	6	3	4	37	 9.3	100.00	29	7	9	2
pep_query	3490	100.000	1	0	0	5	5	9	9	820	 5.7	100.00	29	7	9	1
pep_query	3202	100.000	2	0	0	3	4	2	3	37	 9.3	100.00	29	7	9	2
pep_query	3157	60.000	5	2	0	1	5	1	5	40	 8.9	60.00	71	7	5	3
pep_query	3468	100.000	2	0	0	5	6	4	5	42	 9.3	100.00	29	7	15	2
pep_query	3468	100.000	1	0	0	5	5	10	10	850	 5.7	100.00	29	7	15	1
pep_query	3183	100.000	2	0	0	3	4	9	10	43	 9.3	100.00	29	7	16	2
pep_query	3633	100.000	2	0	0	6	7	16	17	43	 9.3	100.00	29	7	17	2
pep_query	3633	100.000	1	0	0	7	7	10	10	856	 5.7	100.00	29	7	17	1
pep_query	3467	100.000	2	0	0	5	6	4	5	44	 9.3	100.00	29	7	20	2
pep_query	3467	100.000	1	0	0	5	5	10	10	862	 5.7	100.00	29	7	20	1
pep_query	3452	100.000	2	0	0	5	6	9	10	45	 9.3	100.00	43	7	25	2
pep_query	3452	66.667	3	1	0	4	6	18	20	237	 7.3	66.67	43	7	25	2
pep_query	3451	100.000	2	0	0	5	6	9	10	45	 9.3	100.00	29	7	25	2
pep_query	3451	100.000	1	0	0	5	5	15	15	869	 5.7	100.00	29	7	25	1
pep_query	3453	100.000	2	0	0	5	6	10	11	46	 9.3	100.00	29	7	26	2
pep_query	3453	100.000	1	0	0	5	5	16	16	870	 5.7	100.00	29	7	26	1
pep_query	3464	100.000	2	0	0	5	6	11	12	46	 9.3	100.00	29	7	27	2
pep_query	3464	100.000	1	0	0	5	5	17	17	871	 5.7	100.00	29	7	27	1
pep_query	3459	100.000	2	0	0	5	6	12	13	46	 9.3	100.00	29	7	28	2
pep_query	3459	100.000	1	0	0	5	5	18	18	872	 5.7	100.00	29	7	28	1
pep_query	3558	100.000	2	0	0	3	4	6	7	46	 9.3	100.00	71	7	30	2
pep_query	3558	66.667	3	1	0	5	7	24	26	239	 7.3	66.67	71	7	30	2
pep_query	3472	100.000	2	0	0	5	6	17	18	46	 9.3	100.00	43	7	33	2
pep_query	3472	66.667	3	1	0	4	6	1	3	240	 7.3	66.67	43	7	33	2
pep_query	3472	100.000	1	0	0	5	5	23	23	876	 5.7	100.00	43	7	33	1
pep_query	3457	100.000	2	0	0	5	6	20	21	47	 9.3	100.00	43	7	36	2
pep_query	3457	66.667	3	1	0	4	6	4	6	241	 7.3	66.67	43	7	36	2
pep_query	3457	100.000	1	0	0	5	5	26	26	877	 5.7	100.00	43	7	36	1
pep_query	3461	100.000	2	0	0	5	6	28	29	47	 9.3	100.00	43	7	44	2
pep_query	3461	66.667	3	1	0	4	6	12	14	243	 7.3	66.67	43	7	44	2
pep_query	3461	100.000	1	0	0	5	5	34	34	881	 5.7	100.00	43	7	44	1
pep_query	3088	100.000	2	0	0	6	7	25	26	48	 9.3	100.00	57	7	64	2
pep_query	3088	66.667	3	1	0	4	6	2	4	246	 7.3	66.67	57	7	64	2
pep_query	3088	100.000	1	0	0	5	5	6	6	886	 5.7	100.00	57	7	64	1
pep_query	3088	100.000	1	0	0	5	5	7	7	886	 5.7	100.00	57	7	64	1
pep_query	3088	100.000	1	0	0	7	7	19	19	886	 5.7	100.00	57	7	64	1
pep_query	3088	100.000	1	0	0	6	6	52	52	886	 5.7	100.00	57	7	64	1
pep_query	3088	100.000	1	0	0	7	7	60	60	886	 5.7	100.00	57	7	64	1
pep_query	3063	100.000	2	0	0	3	4	55	56	50	 9.3	100.00	86	7	333	2
pep_query	3063	100.000	2	0	0	4	5	150	151	50	 9.3	100.00	86	7	333	2
pep_query	3063	100.000	2	0	0	2	3	161	162	50	 9.3	100.00	86	7	333	2
pep_query	3063	100.000	2	0	0	3	4	240	241	50	 9.3	100.00	86	7	333	2
pep_query	3063	66.667	3	1	0	2	4	46	48	251	 7.3	66.67	86	7	333	2
pep_query	3063	66.667	3	1	0	4	6	165	167	251	 7.3	66.67	86	7	333	2
pep_query	3063	66.667	3	1	0	5	7	210	212	251	 7.3	66.67	86	7	333	2
pep_query	3063	66.667	3	1	0	3	5	261	263	251	 7.3	66.67	86	7	333	2
pep_query	3063	100.000	1	0	0	5	5	52	52	894	 5.7	100.00	86	7	333	1
pep_query	3063	100.000	1	0	0	5	5	53	53	894	 5.7	100.00	86	7	333	1
pep_query	3063	100.000	1	0	0	5	5	85	85	894	 5.7	100.00	86	7	333	1
pep_query	3063	100.000	1	0	0	5	5	313	313	894	 5.7	100.00	86	7	333	1
pep_query	3062	100.000	2	0	0	3	4	55	56	50	 9.3	100.00	86	7	344	2
pep_query	3062	100.000	2	0	0	4	5	150	151	50	 9.3	100.00	86	7	344	2
pep_query	3062	100.000	2	0	0	2	3	161	162	50	 9.3	100.00	86	7	344	2
pep_query	3062	100.000	2	0	0	3	4	240	241	50	 9.3	100.00	86	7	344	2
pep_query	3062	66.667	3	1	0	2	4	46	48	251	 7.3	66.67	86	7	344	2
pep_query	3062	66.667	3	1	0	4	6	165	167	251	 7.3	66.67	86	7	344	2
pep_query	3062	66.667	3	1	0	5	7	210	212	251	 7.3	66.67	86	7	344	2
pep_query	3062	66.667	3	1	0	3	5	261	263	251	 7.3	66.67	86	7	344	2
pep_query	3062	100.000	1	0	0	5	5	52	52	894	 5.7	100.00	86	7	344	1
pep_query	3062	100.000	1	0	0	5	5	53	53	894	 5.7	100.00	86	7	344	1
pep_query	3062	100.000	1	0	0	5	5	85	85	894	 5.7	100.00	86	7	344	1
pep_query	3062	100.000	1	0	0	5	5	313	313	894	 5.7	100.00	86	7	344	1
pep_query	3062	100.000	1	0	0	7	7	343	343	894	 5.7	100.00	86	7	344	1
pep_query	3180	60.000	5	2	0	1	5	1	5	57	 8.9	60.00	71	7	12	3
pep_query	3180	66.667	3	1	0	2	4	8	10	220	 7.3	66.67	71	7	12	2
pep_query	3644	66.667	3	1	0	2	4	1	3	159	 7.3	66.67	43	7	4	2
pep_query	3410	66.667	3	1	0	4	6	1	3	159	 7.3	66.67	43	7	4	2
pep_query	3210	66.667	3	1	0	4	6	1	3	159	 7.3	66.67	43	7	4	2
pep_query	3140	66.667	3	1	0	4	6	2	4	159	 7.3	66.67	43	7	4	2
pep_query	3408	66.667	3	1	0	4	6	1	3	177	 7.3	66.67	43	7	5	2
pep_query	3373	66.667	3	1	0	4	6	2	4	177	 7.3	66.67	43	7	5	2
